feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,target_label,U_next
0.000048,0.000064,0.000064,0.000064,0.000064,0.000064,path_A,0.000048
0.000048,0.000064,0.000064,0.000064,0.000064,0.000064,path_B,0.000064
0.000064,0.000064,0.000064,0.000064,0.000048,0.000064,path_A,0.000064
0.000064,0.000064,0.000064,0.000064,0.000048,0.000064,path_B,0.000064
0.000064,0.000064,0.000048,0.000064,0.000064,0.000064,path_A,0.000064
0.000064,0.000064,0.000048,0.000064,0.000064,0.000064,path_B,0.000064
0.000048,0.000064,0.000064,0.000064,0.000064,0.000064,path_A,0.000048
0.000048,0.000064,0.000064,0.000064,0.000064,0.000064,path_B,0.000064
0.000064,0.000064,0.000064,0.000064,0.000048,0.000064,path_A,0.000064
0.000064,0.000064,0.000064,0.000064,0.000048,0.000064,path_B,0.000064
0.000064,0.000064,0.000048,0.000064,0.000064,0.000064,path_A,0.000064
0.000064,0.000064,0.000048,0.000064,0.000064,0.000064,path_B,0.000064
0.000048,0.000064,0.000064,0.000064,0.000064,0.000064,path_A,0.000048
0.000048,0.000064,0.000064,0.000064,0.000064,0.000064,path_B,0.000064
0.000064,0.000064,0.000064,0.000064,0.000048,0.000064,path_A,0.000064
0.000064,0.000064,0.000064,0.000064,0.000048,0.000064,path_B,0.000064
0.000064,0.000064,0.000048,0.000064,0.000064,0.000064,path_A,0.000064
0.000064,0.000064,0.000048,0.000064,0.000064,0.000064,path_B,0.000064
0.000048,0.000064,0.000064,0.000064,0.000064,0.000064,path_A,0.000048
0.000048,0.000064,0.000064,0.000064,0.000064,0.000064,path_B,0.000064
0.000064,0.000064,0.000064,0.000064,0.000048,0.000064,path_A,0.000064
0.000064,0.000064,0.000064,0.000064,0.000048,0.000064,path_B,0.000064
0.129849,0.000075,0.285092,0.000064,0.336402,0.000064,path_A,0.412070
0.129849,0.000075,0.285092,0.000064,0.336402,0.000064,path_B,0.000064
0.285092,0.000064,0.336402,0.000064,0.412070,0.000064,path_A,0.492253
0.285092,0.000064,0.336402,0.000064,0.412070,0.000064,path_B,0.000075
0.336402,0.000064,0.412070,0.000064,0.492253,0.000075,path_A,0.632938
0.336402,0.000064,0.412070,0.000064,0.492253,0.000075,path_B,0.000064
0.412070,0.000064,0.492253,0.000075,0.632938,0.000064,path_A,0.729296
0.412070,0.000064,0.492253,0.000075,0.632938,0.000064,path_B,0.000064
0.492253,0.000075,0.632938,0.000064,0.729296,0.000064,path_A,0.724453
0.492253,0.000075,0.632938,0.000064,0.729296,0.000064,path_B,0.000064
0.632938,0.000064,0.729296,0.000064,0.724453,0.000064,path_A,0.000048
0.632938,0.000064,0.729296,0.000064,0.724453,0.000064,path_B,0.732688
0.729296,0.000064,0.724453,0.000064,0.000048,0.732688,path_A,0.000064
0.729296,0.000064,0.724453,0.000064,0.000048,0.732688,path_B,0.774845
0.724453,0.000064,0.000048,0.732688,0.000064,0.774845,path_A,0.419399
0.724453,0.000064,0.000048,0.732688,0.000064,0.774845,path_B,0.000064
0.000048,0.732688,0.000064,0.774845,0.419399,0.000064,path_A,0.253618
0.000048,0.732688,0.000064,0.774845,0.419399,0.000064,path_B,0.000064
0.000064,0.774845,0.419399,0.000064,0.253618,0.000064,path_A,0.368037
0.000064,0.774845,0.419399,0.000064,0.253618,0.000064,path_B,0.000048
0.419399,0.000064,0.253618,0.000064,0.368037,0.000048,path_A,0.403443
0.419399,0.000064,0.253618,0.000064,0.368037,0.000048,path_B,0.000064
0.253618,0.000064,0.368037,0.000048,0.403443,0.000064,path_A,0.413246
0.253618,0.000064,0.368037,0.000048,0.403443,0.000064,path_B,0.000064
0.368037,0.000048,0.403443,0.000064,0.413246,0.000064,path_A,0.486290
0.368037,0.000048,0.403443,0.000064,0.413246,0.000064,path_B,0.000048
0.403443,0.000064,0.413246,0.000064,0.486290,0.000048,path_A,0.596637
0.403443,0.000064,0.413246,0.000064,0.486290,0.000048,path_B,0.000064
0.413246,0.000064,0.486290,0.000048,0.596637,0.000064,path_A,0.681456
0.413246,0.000064,0.486290,0.000048,0.596637,0.000064,path_B,0.000064
0.486290,0.000048,0.596637,0.000064,0.681456,0.000064,path_A,0.740265
0.486290,0.000048,0.596637,0.000064,0.681456,0.000064,path_B,0.000048
0.596637,0.000064,0.681456,0.000064,0.740265,0.000048,path_A,0.802284
0.596637,0.000064,0.681456,0.000064,0.740265,0.000048,path_B,0.000064
0.681456,0.000064,0.740265,0.000048,0.802284,0.000064,path_A,0.000451
0.681456,0.000064,0.740265,0.000048,0.802284,0.000064,path_B,0.458263
0.740265,0.000048,0.802284,0.000064,0.000451,0.458263,path_A,0.000064
0.740265,0.000048,0.802284,0.000064,0.000451,0.458263,path_B,0.239623
0.802284,0.000064,0.000451,0.458263,0.000064,0.239623,path_A,0.000064
0.802284,0.000064,0.000451,0.458263,0.000064,0.239623,path_B,0.277357
0.000451,0.458263,0.000064,0.239623,0.000064,0.277357,path_A,0.000048
0.000451,0.458263,0.000064,0.239623,0.000064,0.277357,path_B,0.349896
0.000064,0.239623,0.000064,0.277357,0.000048,0.349896,path_A,0.000064
0.000064,0.239623,0.000064,0.277357,0.000048,0.349896,path_B,0.487436
0.000064,0.277357,0.000048,0.349896,0.000064,0.487436,path_A,0.000064
0.000064,0.277357,0.000048,0.349896,0.000064,0.487436,path_B,0.525325
0.000048,0.349896,0.000064,0.487436,0.000064,0.525325,path_A,0.000048
0.000048,0.349896,0.000064,0.487436,0.000064,0.525325,path_B,0.524044
0.000064,0.487436,0.000064,0.525325,0.000048,0.524044,path_A,0.000064
0.000064,0.487436,0.000064,0.525325,0.000048,0.524044,path_B,0.651931
0.000064,0.525325,0.000048,0.524044,0.000064,0.651931,path_A,0.000064
0.000064,0.525325,0.000048,0.524044,0.000064,0.651931,path_B,0.754591
0.000048,0.524044,0.000064,0.651931,0.000064,0.754591,path_A,0.000064
0.000048,0.524044,0.000064,0.651931,0.000064,0.754591,path_B,0.805915
0.000064,0.651931,0.000064,0.754591,0.000064,0.805915,path_A,0.437642
